layer,proposal_key,caf_no,sw_no,state,district,category,status,status_field,date,date_field,dos,granted_date,project_area,sensitivity_type,sensitivity_name,relation
ec_proposals,IA/WB/IND1/515078/2024,CAF/209647/2024,SW/225157/2024,WEST BENGAL,HOOGHLY,Pulp & Paper Industry,EC Granted,proposal_status,2024-12-18T14:44:50.115,dos,2024-12-18T14:44:50.115,2025-02-10T16:27:20.862,,CPCB Severely Polluted Area,Bandel Powerplant,within
ec_proposals,IA/GJ/IND3/495241/2024,CAF/190220/2024,SW/205527/2024,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2024-09-05T18:43:10.296,dos,2024-09-05T18:43:10.296,2024-09-21T10:06:56.395,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,SIA/GJ/MIN/500403/2024,CAF/195626/2024,SW/210986/2024,GUJARAT,DEVBHUMI DWARKA,Mining of minerals,EC Granted,proposal_status,2024-10-09T15:53:37.975,dos,2024-10-09T15:53:37.975,2025-03-15T10:42:06.498,,ESZ (gazette notified),Marine National Park,within
ec_proposals,IA/MH/IND3/541256/2025,CAF/235731/2025,SW/250661/2025,MAHARASHTRA,PALGHAR,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2025-06-16T17:45:13.708,dos,2025-06-16T17:45:13.708,2025-06-18T22:41:18.758,,CPCB Critically Polluted Area,Tarapur MIDC,within
ec_proposals,IA/GJ/IND3/437318/2023,CAF/113179/2023,SW/115273/2023,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,EC Granted,proposal_status,2023-08-17T08:31:21.153,dos,2023-08-17T08:31:21.153,2023-12-27T15:41:36.133,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,IA/MH/RIV/470300/2024,CAF/164457/2024,SW/179021/2024,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-04-24T17:05:29.114,dos,2024-04-24T17:05:29.114,2024-10-21T09:28:21.276,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/MH/RIV/470300/2024,CAF/164457/2024,SW/179021/2024,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-04-24T17:05:29.114,dos,2024-04-24T17:05:29.114,2024-10-21T09:28:21.276,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/MH/RIV/470300/2024,CAF/164457/2024,SW/179021/2024,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-04-24T17:05:29.114,dos,2024-04-24T17:05:29.114,2024-10-21T09:28:21.276,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/MH/RIV/470300/2024,CAF/164457/2024,SW/179021/2024,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-04-24T17:05:29.114,dos,2024-04-24T17:05:29.114,2024-10-21T09:28:21.276,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/RJ/MIN/462722/2024,CAF/123734/2023,SW/126470/2023,RAJASTHAN,BUNDI,Mining of minerals,EC Granted,proposal_status,2024-02-15T15:38:10.233,dos,2024-02-15T15:38:10.233,2024-05-13T09:24:25.391,,Tiger Reserve,(unnamed),partial
ec_proposals,IA/RJ/MIN/462722/2024,CAF/123734/2023,SW/126470/2023,RAJASTHAN,BUNDI,Mining of minerals,EC Granted,proposal_status,2024-02-15T15:38:10.233,dos,2024-02-15T15:38:10.233,2024-05-13T09:24:25.391,,Tiger Corridor,(unnamed),mostly_inside
ec_proposals,IA/RJ/MIN/462722/2024,CAF/123734/2023,SW/126470/2023,RAJASTHAN,BUNDI,Mining of minerals,EC Granted,proposal_status,2024-02-15T15:38:10.233,dos,2024-02-15T15:38:10.233,2024-05-13T09:24:25.391,,Tiger Reserve,(unnamed),partial
ec_proposals,IA/RJ/MIN/462722/2024,CAF/123734/2023,SW/126470/2023,RAJASTHAN,BUNDI,Mining of minerals,EC Granted,proposal_status,2024-02-15T15:38:10.233,dos,2024-02-15T15:38:10.233,2024-05-13T09:24:25.391,,Tiger Reserve,(unnamed),partial
ec_proposals,IA/RJ/MIN/462722/2024,CAF/123734/2023,SW/126470/2023,RAJASTHAN,BUNDI,Mining of minerals,EC Granted,proposal_status,2024-02-15T15:38:10.233,dos,2024-02-15T15:38:10.233,2024-05-13T09:24:25.391,,Tiger Reserve,(unnamed),partial
ec_proposals,IA/GJ/IND3/467981/2024,CAF/141537/2023,SW/145264/2023,GUJARAT,SURAT,Synthetic organic chemicals industry ,EC Granted,proposal_status,2024-04-11T10:13:55.937,dos,2024-04-11T10:13:55.937,2024-10-01T05:43:16.144,,CPCB Critically Polluted Area,"Pandesara,Sachin",within
ec_proposals,IA/MH/RIV/487971/2024,CAF/137497/2023,SW/141058/2023,MAHARASHTRA,SATARA,River Valley/Irrigation projects,EC Granted,proposal_status,2024-07-24T17:33:00.443,dos,2024-07-24T17:33:00.443,2025-02-11T16:59:37.189,,Eco-Sensitive Area,Western Ghat ESA,mostly_inside
ec_proposals,IA/MH/RIV/487971/2024,CAF/137497/2023,SW/141058/2023,MAHARASHTRA,SATARA,River Valley/Irrigation projects,EC Granted,proposal_status,2024-07-24T17:33:00.443,dos,2024-07-24T17:33:00.443,2025-02-11T16:59:37.189,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/BR/INFRA1/494755/2024,CAF/189711/2024,SW/205029/2024,BIHAR,PASHCHIM CHAMPARAN,Road,ToR Granted,proposal_status,2024-08-31T16:14:44.624,dos,2024-08-31T16:14:44.624,2024-10-22T17:41:17.143,,ESZ (gazette notified),Udaipur WLS,partial
ec_proposals,IA/MH/IND3/541267/2025,CAF/235727/2025,SW/250654/2025,MAHARASHTRA,PALGHAR,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2025-06-13T23:15:18.833,dos,2025-06-13T23:15:18.833,2025-06-17T08:46:04.593,,CPCB Critically Polluted Area,Tarapur MIDC,within
ec_proposals,IA/GJ/IND3/427154/2023,CAF/124172/2023,SW/126939/2023,GUJARAT,VADODARA,Synthetic organic chemicals industry ,EC Granted,proposal_status,2023-04-25T19:43:04.213,dos,2023-04-25T19:43:04.213,2023-09-27T14:17:56.871,,CPCB Critically Polluted Area,Nandesari,within
ec_proposals,IA/GJ/IND3/525471/2025,CAF/220776/2025,SW/235979/2025,GUJARAT,SURAT,Synthetic organic chemicals industry ,EC Granted,proposal_status,2025-02-25T12:04:35.777,dos,2025-02-25T12:04:35.777,2025-04-11T09:59:41.553,,CPCB Critically Polluted Area,"Pandesara,Sachin",within
ec_proposals,IA/GJ/IND3/434430/2023,CAF/131032/2023,SW/134208/2023,GUJARAT,VALSAD,Pesticides industry and pesticide specific intermediates (excluding formulations),ToR Granted,proposal_status,2023-06-29T17:34:10.144,dos,2023-06-29T17:34:10.144,2023-08-25T19:35:12.383,,CPCB Critically Polluted Area,Vapi,mostly_inside
ec_proposals,IA/GJ/IND3/520873/2025,CAF/217081/2025,SW/218284/2024,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2025-01-29T14:28:15.474,dos,2025-01-29T14:28:15.474,2025-02-01T11:32:44.682,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,SIA/UK/INFRA2/514814/2024,CAF/210967/2024,SW/226407/2024,UTTARAKHAND,DEHRADUN,Building / Construction ,EC Granted,proposal_status,2024-12-16T16:50:19.794,dos,2024-12-16T16:50:19.794,2025-02-10T15:29:43.694,,Eco-Sensitive Area,Doon Valley,within
ec_proposals,SIA/UK/MIN/523504/2025,CAF/219344/2025,SW/234626/2025,UTTARAKHAND,DEHRADUN,Mining of minerals,ToR Granted,proposal_status,2025-02-11T13:21:22.067,dos,2025-02-11T13:21:22.067,2025-02-22T13:21:26.655,,Eco-Sensitive Area,Doon Valley,within
ec_proposals,SIA/JH/MIN/501435/2024,CAF/196625/2024,SW/212048/2024,JHARKHAND,LATEHAR,Mining of minerals,EC Granted,proposal_status,2024-10-17T15:51:28.669,dos,2024-10-17T15:51:28.669,2024-12-13T13:26:31.563,,Tiger Reserve,(unnamed),within
ec_proposals,SIA/JH/MIN/501435/2024,CAF/196625/2024,SW/212048/2024,JHARKHAND,LATEHAR,Mining of minerals,EC Granted,proposal_status,2024-10-17T15:51:28.669,dos,2024-10-17T15:51:28.669,2024-12-13T13:26:31.563,,Wildlife Corridor,Placemark,within
ec_proposals,IA/GJ/IND1/455735/2023,CAF/150130/2023,SW/154358/2023,GUJARAT,VALSAD,Pulp & Paper Industry,EC Granted,proposal_status,2023-12-16T19:24:49.368,dos,2023-12-16T19:24:49.368,2024-08-14T10:54:19.81,,CPCB Critically Polluted Area,Vapi,mostly_inside
ec_proposals,IA/GJ/IND3/446210/2023,CAF/141480/2023,SW/145197/2023,GUJARAT,VALSAD,Synthetic organic chemicals industry ,Granted,proposal_status,2023-10-06T10:37:40.951,dos,2023-10-06T10:37:40.951,2023-12-11T13:06:55.923,,CPCB Critically Polluted Area,Vapi,within
ec_proposals,IA/MH/RIV/438423/2023,CAF/134683/2023,SW/138121/2023,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2023-07-28T16:16:37.206,dos,2023-07-28T16:16:37.206,2023-09-23T21:24:48.099,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/MH/RIV/438423/2023,CAF/134683/2023,SW/138121/2023,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2023-07-28T16:16:37.206,dos,2023-07-28T16:16:37.206,2023-09-23T21:24:48.099,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,IA/MH/RIV/438423/2023,CAF/134683/2023,SW/138121/2023,MAHARASHTRA,PUNE,River Valley/Irrigation projects,ToR Granted,proposal_status,2023-07-28T16:16:37.206,dos,2023-07-28T16:16:37.206,2023-09-23T21:24:48.099,,Eco-Sensitive Area,Western Ghat ESA,partial
ec_proposals,SIA/MH/MIN/495505/2024,CAF/190522/2024,SW/205828/2024,MAHARASHTRA,GONDIA,Mining of minerals,EC Granted,proposal_status,2024-09-06T18:07:16.325,dos,2024-09-06T18:07:16.325,2025-04-30T12:45:45.194,,ESZ (gazette notified),"Koka WLS, New Nagzira WLS, Nagzira WLS, Navegaon N",mostly_inside
ec_proposals,IA/GJ/IND3/440009/2023,CAF/114087/2023,SW/116139/2023,GUJARAT,VADODARA,Synthetic organic chemicals industry ,EC Granted,proposal_status,2023-08-29T14:09:10.846,dos,2023-08-29T14:09:10.846,2023-11-03T17:21:29.994,,CPCB Critically Polluted Area,Nandesari,within
ec_proposals,IA/GJ/IND3/492161/2024,CAF/175190/2024,SW/189899/2024,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,EC Granted,proposal_status,2024-08-31T18:01:12.098,dos,2024-08-31T18:01:12.098,2025-05-31T13:51:25.493,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,IA/CG/RIV/432239/2023,CAF/128967/2023,SW/132061/2023,CHHATTISGARH,SURAJPUR,River Valley/Irrigation projects,ToR Granted,proposal_status,2023-07-04T11:54:32.983,dos,2023-07-04T11:54:32.983,2023-09-10T15:20:19.929,,Tiger Reserve,(unnamed),within
ec_proposals,IA/CG/RIV/432239/2023,CAF/128967/2023,SW/132061/2023,CHHATTISGARH,SURAJPUR,River Valley/Irrigation projects,ToR Granted,proposal_status,2023-07-04T11:54:32.983,dos,2023-07-04T11:54:32.983,2023-09-10T15:20:19.929,,Wildlife Corridor,Tamorpingla,within
ec_proposals,IA/CG/RIV/432239/2023,CAF/128967/2023,SW/132061/2023,CHHATTISGARH,SURAJPUR,River Valley/Irrigation projects,ToR Granted,proposal_status,2023-07-04T11:54:32.983,dos,2023-07-04T11:54:32.983,2023-09-10T15:20:19.929,,Wildlife Sanctuary,Tamorpingla,within
ec_proposals,SIA/MH/IND1/503165/2024,CAF/198569/2024,SW/214063/2024,MAHARASHTRA,AHMEDNAGAR,Cement plants ,Standard ToR Granted,proposal_status,2024-11-15T18:05:38.556,dos,2024-11-15T18:05:38.556,2024-12-19T10:24:09.868,,Wildlife Corridor,Great Indian Bustard,mostly_inside
ec_proposals,SIA/MH/IND1/503165/2024,CAF/198569/2024,SW/214063/2024,MAHARASHTRA,AHMEDNAGAR,Cement plants ,Standard ToR Granted,proposal_status,2024-11-15T18:05:38.556,dos,2024-11-15T18:05:38.556,2024-12-19T10:24:09.868,,Wildlife Sanctuary,Great Indian Bustard,mostly_inside
ec_proposals,IA/GJ/IND3/441984/2023,CAF/137798/2023,SW/141352/2023,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2023-09-13T12:18:09.605,dos,2023-09-13T12:18:09.605,2023-11-07T23:11:53.652,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,SIA/AS/MIN/481738/2024,CAF/176139/2024,SW/190876/2024,ASSAM,DIMA HASAO,Mining of minerals,EC Granted,proposal_status,2024-06-16T17:23:41.997,dos,2024-06-16T17:23:41.997,2025-05-03T12:04:51.121,,Wildlife Sanctuary,Barail,within
ec_proposals,SIA/AS/MIN/481738/2024,CAF/176139/2024,SW/190876/2024,ASSAM,DIMA HASAO,Mining of minerals,EC Granted,proposal_status,2024-06-16T17:23:41.997,dos,2024-06-16T17:23:41.997,2025-05-03T12:04:51.121,,Wildlife Corridor,Barail,within
ec_proposals,IA/GJ/IND3/441897/2023,CAF/132993/2023,SW/136323/2023,GUJARAT,BHARUCH,Pesticides industry and pesticide specific intermediates (excluding formulations),EC Granted,proposal_status,2023-08-31T17:08:12.841,dos,2023-08-31T17:08:12.841,2024-05-24T08:38:58.838,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,IA/RJ/IND1/496417/2024,CAF/147650/2023,SW/151728/2023,RAJASTHAN,ALWAR,Metallurgical Industries (ferrous and non ferrous),EC Granted,proposal_status,2024-09-17T00:34:36.54,dos,2024-09-17T00:34:36.54,2025-01-02T09:31:38.496,,CPCB Critically Polluted Area,BHIWAD1-1,within
ec_proposals,SIA/GJ/IND3/485624/2024,CAF/180208/2024,SW/195216/2024,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,EC Granted,proposal_status,2024-07-05T15:59:59.826,dos,2024-07-05T15:59:59.826,2024-11-27T11:33:16.575,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",within
ec_proposals,SIA/TN/INFRA2/493478/2024,CAF/188386/2024,SW/203591/2024,TAMIL NADU,TIRUPPUR,Building / Construction ,EC Granted,proposal_status,2024-08-22T11:12:29.535,dos,2024-08-22T11:12:29.535,2024-10-22T19:48:01.301,,CPCB Critically Polluted Area,Tiruppur,within
ec_proposals,SIA/OR/MIN/527938/2025,CAF/223422/2025,SW/238587/2025,ODISHA,MAYURBHANJ,Mining of minerals,EC Granted,proposal_status,2025-04-07T15:24:25.058,dos,2025-04-07T15:24:25.058,2025-04-18T17:22:51.018,,ESZ (gazette notified),Kuldiha WLS,partial
ec_proposals,SIA/OR/MIN/527938/2025,CAF/223422/2025,SW/238587/2025,ODISHA,MAYURBHANJ,Mining of minerals,EC Granted,proposal_status,2025-04-07T15:24:25.058,dos,2025-04-07T15:24:25.058,2025-04-18T17:22:51.018,,Tiger Reserve,(unnamed),partial
ec_proposals,SIA/OR/MIN/527938/2025,CAF/223422/2025,SW/238587/2025,ODISHA,MAYURBHANJ,Mining of minerals,EC Granted,proposal_status,2025-04-07T15:24:25.058,dos,2025-04-07T15:24:25.058,2025-04-18T17:22:51.018,,Tiger Corridor,(unnamed),partial
ec_proposals,SIA/UP/INFRA2/488116/2024,CAF/182502/2024,SW/197570/2024,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,Building / Construction ,EC Granted,proposal_status,2024-07-16T17:31:12.405,dos,2024-07-16T17:31:12.405,2025-02-20T14:13:25.86,,CPCB Severely Polluted Area,"Phase-I,Phase-II,Phase-III",partial
ec_proposals,SIA/UK/MIN/491493/2024,CAF/186258/2024,SW/201431/2024,UTTARAKHAND,DEHRADUN,Mining of minerals,EC Granted,proposal_status,2024-08-06T19:06:50.648,dos,2024-08-06T19:06:50.648,2024-12-21T12:21:19.086,,Eco-Sensitive Area,Doon Valley,within
ec_proposals,SIA/HP/MIN/466150/2024,CAF/160375/2024,SW/175097/2024,HIMACHAL PRADESH,MANDI,Mining of minerals,EC Granted,proposal_status,2024-03-16T12:58:06.828,dos,2024-03-16T12:58:06.828,2025-03-06T17:08:00.22,,Wildlife Sanctuary,Nargu,partial
ec_proposals,SIA/HP/MIN/466150/2024,CAF/160375/2024,SW/175097/2024,HIMACHAL PRADESH,MANDI,Mining of minerals,EC Granted,proposal_status,2024-03-16T12:58:06.828,dos,2024-03-16T12:58:06.828,2025-03-06T17:08:00.22,,Wildlife Corridor,Nargu,partial
ec_proposals,SIA/UK/INFRA2/480913/2024,CAF/175336/2024,SW/190047/2024,UTTARAKHAND,DEHRADUN,Building / Construction ,EC Granted,proposal_status,2024-06-13T15:38:13.665,dos,2024-06-13T15:38:13.665,2024-07-30T11:55:50.585,,Eco-Sensitive Area,Doon Valley,within
ec_proposals,SIA/UK/MIN/493142/2024,CAF/188051/2024,SW/203260/2024,UTTARAKHAND,DEHRADUN,Mining of minerals,EC Granted,proposal_status,2024-08-19T14:11:37.546,dos,2024-08-19T14:11:37.546,2024-11-16T14:01:41.113,,Eco-Sensitive Area,Doon Valley,within
ec_proposals,SIA/JK/MIN/488790/2024,CAF/183380/2024,SW/198451/2024,JAMMU AND KASHMIR,JAMMU,Mining of minerals,EC Granted,proposal_status,2024-07-20T17:33:29.242,dos,2024-07-20T17:33:29.242,2024-11-11T17:39:09.924,,ESZ (gazette notified),Surinsar Mansar Wildlife Sanctuary,mostly_inside
ec_proposals,SIA/AS/MIN/479039/2024,CAF/119131/2023,SW/121601/2023,ASSAM,LAKHIMPUR,Mining of minerals,EC Granted,proposal_status,2024-06-05T12:36:23.883,dos,2024-06-05T12:36:23.883,2024-10-05T15:16:43.121,,Tiger Corridor,(unnamed),within
ec_proposals,SIA/AS/MIN/479039/2024,CAF/119131/2023,SW/121601/2023,ASSAM,LAKHIMPUR,Mining of minerals,EC Granted,proposal_status,2024-06-05T12:36:23.883,dos,2024-06-05T12:36:23.883,2024-10-05T15:16:43.121,,Tiger Reserve,(unnamed),within
ec_proposals,SIA/AS/MIN/479039/2024,CAF/119131/2023,SW/121601/2023,ASSAM,LAKHIMPUR,Mining of minerals,EC Granted,proposal_status,2024-06-05T12:36:23.883,dos,2024-06-05T12:36:23.883,2024-10-05T15:16:43.121,,Wildlife Corridor,Placemark,within
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Sanctuary,"Hadgarh Wildlife Sanctuary
",partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Corridor,Hadgarh,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Sanctuary,Chandaka,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Corridor,Chandaka,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,ESZ (gazette notified),Chandaka Dampara WLS,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,ESZ (gazette notified),ESZ Surrounding Nandankanan Sanctuary,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Corridor,Nandankanan,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Sanctuary,Nandankanan,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Tiger Reserve,(unnamed),partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Tiger Corridor,(unnamed),partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Corridor,Satkosia Gorge,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Sanctuary,Satkosia Gorge,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Sanctuary,Kapilash,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,Wildlife Corridor,Kapilash,partial
ec_proposals,SIA/OR/MIN/517829/2025,CAF/213949/2025,SW/229395/2025,ODISHA,CUTTACK,Mining of minerals,EC Granted,proposal_status,2025-01-09T12:19:17.576,dos,2025-01-09T12:19:17.576,2025-05-23T16:07:18.652,,ESZ (gazette notified),Kapilash Wildlife Sanctuary,partial
ec_proposals,IA/GJ/IND3/427579/2023,CAF/124629/2023,SW/127429/2023,GUJARAT,AHMADABAD,Synthetic organic chemicals industry ,EC Granted,proposal_status,2023-05-16T13:20:23.514,dos,2023-05-16T13:20:23.514,2023-09-18T19:18:22.9,,CPCB Critically Polluted Area,Vatva,within
ec_proposals,IA/GJ/IND3/455395/2023,CAF/150360/2023,SW/154592/2023,GUJARAT,AHMADABAD,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2023-12-13T15:09:30.558,dos,2023-12-13T15:09:30.558,2023-12-23T23:10:49.16,,CPCB Critically Polluted Area,Vatva,mostly_inside
ec_proposals,IA/GJ/IND3/458092/2024,CAF/116348/2023,SW/118605/2023,GUJARAT,SURAT,Synthetic organic chemicals industry ,EC Granted,proposal_status,2024-01-09T16:00:33.134,dos,2024-01-09T16:00:33.134,2024-02-16T23:04:53.036,,CPCB Critically Polluted Area,"Pandesara,Sachin",within
ec_proposals,IA/MH/IND3/485594/2024,CAF/180181/2024,SW/195188/2024,MAHARASHTRA,SOLAPUR,Pesticides industry and pesticide specific intermediates (excluding formulations),Standard ToR Granted,proposal_status,2024-07-12T12:39:41.09,dos,2024-07-12T12:39:41.09,2024-07-26T06:45:36.54,,Wildlife Corridor,Great Indian Bustard,within
ec_proposals,IA/MH/IND3/485594/2024,CAF/180181/2024,SW/195188/2024,MAHARASHTRA,SOLAPUR,Pesticides industry and pesticide specific intermediates (excluding formulations),Standard ToR Granted,proposal_status,2024-07-12T12:39:41.09,dos,2024-07-12T12:39:41.09,2024-07-26T06:45:36.54,,Wildlife Sanctuary,Great Indian Bustard,within
ec_proposals,IA/MH/IND3/535997/2025,CAF/230620/2025,SW/244998/2025,MAHARASHTRA,PALGHAR,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2025-05-27T18:37:50.807,dos,2025-05-27T18:37:50.807,2025-05-31T15:05:23.688,,CPCB Critically Polluted Area,Tarapur MIDC,within
ec_proposals,SIA/GJ/IND3/485814/2024,CAF/180437/2024,SW/195465/2024,GUJARAT,BHARUCH,Synthetic organic chemicals industry ,EC Granted,proposal_status,2024-07-04T14:11:52.438,dos,2024-07-04T14:11:52.438,2025-01-02T18:10:12.777,,CPCB Critically Polluted Area,"Panoli,Ankaleshwar",mostly_inside
ec_proposals,IA/MP/INFRA1/423280/2023,CAF/120719/2023,SW/123304/2023,MADHYA PRADESH,JABALPUR,Road,EC Granted,proposal_status,2023-03-25T12:37:19.385,dos,2023-03-25T12:37:19.385,2024-02-26T11:40:37.061,,Wildlife Corridor,Sailana,partial
ec_proposals,IA/AR/RIV/466971/2024,CAF/158303/2024,SW/173087/2024,ARUNACHAL PRADESH,UPPER SUBANSIRI,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-05-08T15:15:27.7,dos,2024-05-08T15:15:27.7,2024-09-07T20:59:17.106,,Tiger Reserve,(unnamed),within
ec_proposals,IA/AR/RIV/466971/2024,CAF/158303/2024,SW/173087/2024,ARUNACHAL PRADESH,UPPER SUBANSIRI,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-05-08T15:15:27.7,dos,2024-05-08T15:15:27.7,2024-09-07T20:59:17.106,,Tiger Corridor,(unnamed),within
ec_proposals,IA/AR/RIV/466971/2024,CAF/158303/2024,SW/173087/2024,ARUNACHAL PRADESH,UPPER SUBANSIRI,River Valley/Irrigation projects,ToR Granted,proposal_status,2024-05-08T15:15:27.7,dos,2024-05-08T15:15:27.7,2024-09-07T20:59:17.106,,Wildlife Corridor,Placemark,within
ec_proposals,SIA/UK/INFRA2/537384/2025,CAF/232067/2025,SW/247022/2025,UTTARAKHAND,TEHRI GARHWAL,Building / Construction ,EC Granted,proposal_status,2025-05-13T10:50:32.916,dos,2025-05-13T10:50:32.916,2025-06-19T12:26:41.399,,Eco-Sensitive Area,Doon Valley,within
ec_proposals,IA/GJ/IND3/519118/2025,CAF/215306/2025,SW/230742/2025,GUJARAT,VALSAD,Synthetic organic chemicals industry ,Standard ToR Granted,proposal_status,2025-01-20T15:41:01.333,dos,2025-01-20T15:41:01.333,2025-02-17T08:22:24.456,,CPCB Critically Polluted Area,Vapi,within
ec_proposals,SIA/OR/IND1/516661/2025,CAF/212795/2024,SW/228242/2024,ODISHA,JHARSUGUDA,Pellet Plant,ToR Granted,proposal_status,2025-01-11T18:03:20.654,dos,2025-01-11T18:03:20.654,2025-03-13T17:14:04.322,,CPCB Severely Polluted Area,Ib_Valley,within
