layer,proposal_key,caf_no,sw_no,state,district,category,status,status_field,date,date_field,dos,granted_date,project_area,sensitivity_type,sensitivity_name,relation
fc_proposals,FP/MH/OTHERS/457099/2023,CAF/151770/2023,SW/156068/2023,MAHARASHTRA,THANE,Others (please specify),GRANTED,proposal_status_1,01-AUG-2024,dos,01-AUG-2024,,26.81,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/UP/ROAD/515673/2024,CAF/209472/2024,SW/224982/2024,UTTAR PRADESH,SAHARANPUR,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,28-FEB-2025,dos,28-FEB-2025,,0.9495,Tiger Corridor,(unnamed),partial
fc_proposals,FP/UP/ROAD/515673/2024,CAF/209472/2024,SW/224982/2024,UTTAR PRADESH,SAHARANPUR,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,28-FEB-2025,dos,28-FEB-2025,,0.9495,National Park,Rajaji,partial
fc_proposals,FP/UP/ROAD/515673/2024,CAF/209472/2024,SW/224982/2024,UTTAR PRADESH,SAHARANPUR,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,28-FEB-2025,dos,28-FEB-2025,,0.9495,Wildlife Corridor,Rajaji,partial
fc_proposals,FP/UP/ROAD/515673/2024,CAF/209472/2024,SW/224982/2024,UTTAR PRADESH,SAHARANPUR,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,28-FEB-2025,dos,28-FEB-2025,,0.9495,Tiger Reserve,(unnamed),partial
fc_proposals,FP/MH/REDIV/534531/2025,CAF/229450/2025,SW/244468/2025,MAHARASHTRA,YAVATMAL,Optical Fibre Cable (involving diversion),Stage-1 Granted,proposal_status_1,22-APR-2025,dos,22-APR-2025,,0.2082,ESZ (gazette notified),Tipeshwar WLS,partial
fc_proposals,FP/TG/OFC/458292/2024,CAF/153387/2024,SW/168211/2024,TELANGANA,MAHABUBABAD,Optical Fibre Cable (involving diversion),Stage-1 Granted,proposal_status_1,20-MAR-2024,dos,20-MAR-2024,,1.5297,Wildlife Sanctuary,Pakhal,mostly_inside
fc_proposals,FP/TG/OFC/458292/2024,CAF/153387/2024,SW/168211/2024,TELANGANA,MAHABUBABAD,Optical Fibre Cable (involving diversion),Stage-1 Granted,proposal_status_1,20-MAR-2024,dos,20-MAR-2024,,1.5297,Wildlife Corridor,Pakhal,mostly_inside
fc_proposals,FP/MZ/ROAD/486104/2024,CAF/180700/2024,SW/193972/2024,MIZORAM,MAMIT,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,02-AUG-2024,dos,02-AUG-2024,,2.611,Tiger Corridor,(unnamed),partial
fc_proposals,FP/MZ/ROAD/486104/2024,CAF/180700/2024,SW/193972/2024,MIZORAM,MAMIT,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,02-AUG-2024,dos,02-AUG-2024,,2.611,Tiger Reserve,(unnamed),partial
fc_proposals,FP/MZ/ROAD/486104/2024,CAF/180700/2024,SW/193972/2024,MIZORAM,MAMIT,Construction / Widening of Road including approach road to roadside establishments including bridges,GRANTED,proposal_status_1,02-AUG-2024,dos,02-AUG-2024,,2.611,ESZ (gazette notified),Dampa Tiger Reserve,partial
fc_proposals,FP/KA/OFC/518813/2025,CAF/215005/2025,SW/230438/2025,KARNATAKA,UTTARA KANNADA,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,27-MAR-2025,dos,27-MAR-2025,,0.0986,Eco-Sensitive Area,Western Ghat ESA,mostly_inside
fc_proposals,FP/KA/OFC/518813/2025,CAF/215005/2025,SW/230438/2025,KARNATAKA,UTTARA KANNADA,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,27-MAR-2025,dos,27-MAR-2025,,0.0986,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/KA/CommPost/442520/2023,CAF/138392/2023,SW/141972/2023,KARNATAKA,SHIVAMOGGA,Communication Post,GRANTED,proposal_status_1,09-OCT-2023,dos,09-OCT-2023,,0.0186,Eco-Sensitive Area,Western Ghat ESA,within
fc_proposals,FP/KA/CommPost/442520/2023,CAF/138392/2023,SW/141972/2023,KARNATAKA,SHIVAMOGGA,Communication Post,GRANTED,proposal_status_1,09-OCT-2023,dos,09-OCT-2023,,0.0186,ESZ (gazette notified),Sharavati WLS Karnataka,within
fc_proposals,FP/CG/SRY/533191/2025,CAF/223646/2025,SW/238815/2025,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur(M C B),Exploration & Survey,PROCESSED BY DFO FOR APPROVAL,proposal_status_1,02-SEP-2025,dos,02-SEP-2025,,0.3644,Tiger Reserve,(unnamed),partial
fc_proposals,FP/CG/SRY/533191/2025,CAF/223646/2025,SW/238815/2025,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur(M C B),Exploration & Survey,PROCESSED BY DFO FOR APPROVAL,proposal_status_1,02-SEP-2025,dos,02-SEP-2025,,0.3644,Wildlife Corridor,Tamorpingla,partial
fc_proposals,FP/CG/SRY/533191/2025,CAF/223646/2025,SW/238815/2025,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur(M C B),Exploration & Survey,PROCESSED BY DFO FOR APPROVAL,proposal_status_1,02-SEP-2025,dos,02-SEP-2025,,0.3644,Wildlife Sanctuary,Tamorpingla,partial
fc_proposals,FP/CG/SRY/533191/2025,CAF/223646/2025,SW/238815/2025,CHHATTISGARH,Manendragarh-Chirmiri-Bharatpur(M C B),Exploration & Survey,PROCESSED BY DFO FOR APPROVAL,proposal_status_1,02-SEP-2025,dos,02-SEP-2025,,0.3644,Tiger Corridor,(unnamed),partial
fc_proposals,FP/WB/OFC/549013/2025,CAF/241938/2025,SW/256977/2025,WEST BENGAL,JALPAIGURI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,29-OCT-2025,dos,29-OCT-2025,,0.5819,ESZ (gazette notified),"Gurumara National Park,Eco Sensitive Zone",partial
fc_proposals,FP/WB/OFC/549013/2025,CAF/241938/2025,SW/256977/2025,WEST BENGAL,JALPAIGURI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,29-OCT-2025,dos,29-OCT-2025,,0.5819,ESZ (gazette notified),Chapramari WLS,partial
fc_proposals,FP/WB/OFC/549013/2025,CAF/241938/2025,SW/256977/2025,WEST BENGAL,JALPAIGURI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,29-OCT-2025,dos,29-OCT-2025,,0.5819,Wildlife Sanctuary,Chapramari,partial
fc_proposals,FP/WB/OFC/549013/2025,CAF/241938/2025,SW/256977/2025,WEST BENGAL,JALPAIGURI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,29-OCT-2025,dos,29-OCT-2025,,0.5819,Wildlife Corridor,Chapramari,partial
fc_proposals,FP/UK/OTHERS/499974/2024,CAF/195138/2024,SW/210476/2024,UTTARAKHAND,CHAMPAWAT,Others (please specify),GRANTED,proposal_status_1,06-OCT-2024,dos,06-OCT-2024,,0.1215,Tiger Corridor,(unnamed),within
fc_proposals,FP/UK/OTHERS/499974/2024,CAF/195138/2024,SW/210476/2024,UTTARAKHAND,CHAMPAWAT,Others (please specify),GRANTED,proposal_status_1,06-OCT-2024,dos,06-OCT-2024,,0.1215,Wildlife Corridor,Placemark,within
fc_proposals,FP/MP/WATER/543786/2025,CAF/238029/2025,SW/252941/2025,MADHYA PRADESH,CHHATARPUR,Drinking Water,GRANTED,proposal_status_1,22-AUG-2025,dos,22-AUG-2025,,2.6248,ESZ (gazette notified),"Panna National Park, Eco Sensitive Zone",partial
fc_proposals,FP/MP/WATER/543786/2025,CAF/238029/2025,SW/252941/2025,MADHYA PRADESH,CHHATARPUR,Drinking Water,GRANTED,proposal_status_1,22-AUG-2025,dos,22-AUG-2025,,2.6248,ESZ (gazette notified),Ken Ghariyal Sanctuary,partial
fc_proposals,FP/MH/REDIV/459717/2024,CAF/154825/2024,SW/169724/2024,MAHARASHTRA,NANDED,Optical Fibre Cable (involving diversion),Stage-1 Granted,proposal_status_1,02-JUL-2024,dos,02-JUL-2024,,0.669,ESZ (gazette notified),Painganga WLS,partial
fc_proposals,FP/MH/REDIV/459717/2024,CAF/154825/2024,SW/169724/2024,MAHARASHTRA,NANDED,Optical Fibre Cable (involving diversion),Stage-1 Granted,proposal_status_1,02-JUL-2024,dos,02-JUL-2024,,0.669,Wildlife Sanctuary,Painganga,mostly_inside
fc_proposals,FP/MH/REDIV/459717/2024,CAF/154825/2024,SW/169724/2024,MAHARASHTRA,NANDED,Optical Fibre Cable (involving diversion),Stage-1 Granted,proposal_status_1,02-JUL-2024,dos,02-JUL-2024,,0.669,Wildlife Corridor,Painganga,mostly_inside
fc_proposals,FP/SK/REDIV/501309/2024,CAF/161674/2024,SW/176365/2024,SIKKIM,Gangtok,Construction / Widening of Road including approach road to roadside establishments including bridges,Recommended by Nodal,proposal_status_1,16-OCT-2024,dos,16-OCT-2024,,0.0059,Wildlife Corridor,Fambong Lho,partial
fc_proposals,FP/TG/OFC/469622/2024,CAF/163774/2024,SW/178406/2024,TELANGANA,Mulugu,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,17-APR-2024,dos,17-APR-2024,,0.508,Wildlife Sanctuary,Eturnagaram,within
fc_proposals,FP/TG/OFC/469622/2024,CAF/163774/2024,SW/178406/2024,TELANGANA,Mulugu,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,17-APR-2024,dos,17-APR-2024,,0.508,Wildlife Corridor,Eturnagaram,within
fc_proposals,FP/WB/WATER/441046/2023,CAF/137100/2023,SW/140649/2023,WEST BENGAL,KALIMPONG,Drinking Water,GRANTED,proposal_status_1,18-OCT-2023,dos,18-OCT-2023,,0.0583,ESZ (gazette notified),NEORA VALLEY National Park,mostly_inside
fc_proposals,FP/WB/WATER/441046/2023,CAF/137100/2023,SW/140649/2023,WEST BENGAL,KALIMPONG,Drinking Water,GRANTED,proposal_status_1,18-OCT-2023,dos,18-OCT-2023,,0.0583,National Park,Neora Valley,partial
fc_proposals,FP/WB/WATER/441046/2023,CAF/137100/2023,SW/140649/2023,WEST BENGAL,KALIMPONG,Drinking Water,GRANTED,proposal_status_1,18-OCT-2023,dos,18-OCT-2023,,0.0583,Wildlife Corridor,Neora Valley,partial
fc_proposals,FP/UP/Pipeline/487772/2024,CAF/182356/2024,SW/197398/2024,UTTAR PRADESH,AGRA,Pipeline,GRANTED,proposal_status_1,18-SEP-2024,dos,18-SEP-2024,,0.3154,ESZ (gazette notified),National Chamble Wildlife Sanctuary,partial
fc_proposals,FP/WB/OTHERS/440735/2023,CAF/136820/2023,SW/140359/2023,WEST BENGAL,DARJEELING,Others (please specify),GRANTED,proposal_status_1,17-AUG-2023,dos,17-AUG-2023,,0.0576,Wildlife Sanctuary,Senchal,within
fc_proposals,FP/WB/OTHERS/440735/2023,CAF/136820/2023,SW/140359/2023,WEST BENGAL,DARJEELING,Others (please specify),GRANTED,proposal_status_1,17-AUG-2023,dos,17-AUG-2023,,0.0576,Wildlife Corridor,Senchal,within
fc_proposals,FP/RJ/PWR_TRANS/536743/2025,CAF/231488/2025,SW/246468/2025,RAJASTHAN,NAGAUR,Power Transmission Line,GRANTED,proposal_status_1,10-JUL-2025,dos,10-JUL-2025,,1.3636,Tiger Reserve,(unnamed),partial
fc_proposals,FP/RJ/PWR_TRANS/536743/2025,CAF/231488/2025,SW/246468/2025,RAJASTHAN,NAGAUR,Power Transmission Line,GRANTED,proposal_status_1,10-JUL-2025,dos,10-JUL-2025,,1.3636,National Park,Sariska,partial
fc_proposals,FP/RJ/PWR_TRANS/536743/2025,CAF/231488/2025,SW/246468/2025,RAJASTHAN,NAGAUR,Power Transmission Line,GRANTED,proposal_status_1,10-JUL-2025,dos,10-JUL-2025,,1.3636,Wildlife Corridor,Sariska,partial
fc_proposals,FP/RJ/PWR_TRANS/536743/2025,CAF/231488/2025,SW/246468/2025,RAJASTHAN,NAGAUR,Power Transmission Line,GRANTED,proposal_status_1,10-JUL-2025,dos,10-JUL-2025,,1.3636,Tiger Corridor,(unnamed),partial
fc_proposals,FP/RJ/PWR_TRANS/536743/2025,CAF/231488/2025,SW/246468/2025,RAJASTHAN,NAGAUR,Power Transmission Line,GRANTED,proposal_status_1,10-JUL-2025,dos,10-JUL-2025,,1.3636,Tiger Reserve,(unnamed),partial
fc_proposals,FP/MH/RAIL/418941/2023,CAF/117295/2023,SW/119645/2023,MAHARASHTRA,BULDHANA,Railway,GRANTED,proposal_status_1,25-APR-2023,dos,25-APR-2023,,49.6,ESZ (gazette notified),Melghat Tiger Reserve,partial
fc_proposals,FP/UK/OTHERS/502468/2024,CAF/191370/2024,SW/206694/2024,UTTARAKHAND,TEHRI GARHWAL,Others (please specify),GRANTED,proposal_status_1,04-NOV-2024,dos,04-NOV-2024,,0.1,Eco-Sensitive Area,Doon Valley,within
fc_proposals,FP/UK/WATER/453314/2023,CAF/148340/2023,SW/152463/2023,UTTARAKHAND,DEHRADUN,Drinking Water,GRANTED,proposal_status_1,25-NOV-2023,dos,25-NOV-2023,,0.04,Eco-Sensitive Area,Doon Valley,within
fc_proposals,FP/KA/OFC/530842/2025,CAF/226070/2025,SW/241224/2025,KARNATAKA,BELAGAVI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,03-APR-2025,dos,03-APR-2025,,0.303,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/KA/OFC/530842/2025,CAF/226070/2025,SW/241224/2025,KARNATAKA,BELAGAVI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,03-APR-2025,dos,03-APR-2025,,0.303,ESZ (gazette notified),Bhimagad  Wildlife Sanctuary,partial
fc_proposals,FP/KA/OFC/530842/2025,CAF/226070/2025,SW/241224/2025,KARNATAKA,BELAGAVI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,03-APR-2025,dos,03-APR-2025,,0.303,Eco-Sensitive Area,Western Ghat ESA,mostly_inside
fc_proposals,FP/KA/OFC/530842/2025,CAF/226070/2025,SW/241224/2025,KARNATAKA,BELAGAVI,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,03-APR-2025,dos,03-APR-2025,,0.303,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/MP/SRY/411785/2022,CAF/110949/2022,SW/112691/2022,MADHYA PRADESH,UMARIA,0,GRANTED,proposal_status_1,22-DEC-2022,dos,22-DEC-2022,,0.6,Tiger Corridor,(unnamed),partial
fc_proposals,FP/MP/SRY/411785/2022,CAF/110949/2022,SW/112691/2022,MADHYA PRADESH,UMARIA,0,GRANTED,proposal_status_1,22-DEC-2022,dos,22-DEC-2022,,0.6,Wildlife Corridor,Placemark,partial
fc_proposals,FP/MP/SRY/411785/2022,CAF/110949/2022,SW/112691/2022,MADHYA PRADESH,UMARIA,0,GRANTED,proposal_status_1,22-DEC-2022,dos,22-DEC-2022,,0.6,Tiger Reserve,(unnamed),partial
fc_proposals,FP/GJ/OFC/462984/2024,CAF/157266/2024,SW/172116/2024,GUJARAT,CHHOTAUDEPUR,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,17-FEB-2024,dos,17-FEB-2024,,0.0461,Wildlife Sanctuary,Jambughoda,within
fc_proposals,FP/GJ/OFC/462984/2024,CAF/157266/2024,SW/172116/2024,GUJARAT,CHHOTAUDEPUR,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,17-FEB-2024,dos,17-FEB-2024,,0.0461,Wildlife Corridor,Jambughoda,within
fc_proposals,FP/BR/OTHERS/430509/2023,CAF/127400/2023,SW/130387/2023,BIHAR,ROHTAS,Others (please specify),GRANTED,proposal_status_1,19-SEP-2023,dos,19-SEP-2023,,0.0225,Wildlife Sanctuary,Kaimur,within
fc_proposals,FP/BR/OTHERS/430509/2023,CAF/127400/2023,SW/130387/2023,BIHAR,ROHTAS,Others (please specify),GRANTED,proposal_status_1,19-SEP-2023,dos,19-SEP-2023,,0.0225,Wildlife Corridor,Kaimur,within
fc_proposals,FP/MH/REDIV/519040/2025,CAF/214713/2025,SW/230157/2025,MAHARASHTRA,KOLHAPUR,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,24-APR-2025,dos,24-APR-2025,,0.1599,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/MH/REDIV/519040/2025,CAF/214713/2025,SW/230157/2025,MAHARASHTRA,KOLHAPUR,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,24-APR-2025,dos,24-APR-2025,,0.1599,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/MH/REDIV/519040/2025,CAF/214713/2025,SW/230157/2025,MAHARASHTRA,KOLHAPUR,Optical Fibre Cable (involving diversion),Stage-II Accorded,proposal_status_1,24-APR-2025,dos,24-APR-2025,,0.1599,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/KA/CommPost/540814/2025,CAF/235328/2025,SW/250297/2025,KARNATAKA,SHIVAMOGGA,Communication Post,GRANTED,proposal_status_1,21-JUN-2025,dos,21-JUN-2025,,0.0186,Eco-Sensitive Area,Western Ghat ESA,within
fc_proposals,FP/UP/PWR_TRANS/469672/2024,CAF/163817/2024,SW/178452/2024,UTTAR PRADESH,GORAKHPUR,Power Transmission Line,GRANTED,proposal_status_1,24-JUN-2024,dos,24-JUN-2024,,1.2586,Wildlife Sanctuary,Sohagibarwa Wildlife Santuary,partial
fc_proposals,FP/UP/PWR_TRANS/469672/2024,CAF/163817/2024,SW/178452/2024,UTTAR PRADESH,GORAKHPUR,Power Transmission Line,GRANTED,proposal_status_1,24-JUN-2024,dos,24-JUN-2024,,1.2586,Wildlife Corridor,Sohagibarwa,partial
fc_proposals,FP/UP/PWR_TRANS/469672/2024,CAF/163817/2024,SW/178452/2024,UTTAR PRADESH,GORAKHPUR,Power Transmission Line,GRANTED,proposal_status_1,24-JUN-2024,dos,24-JUN-2024,,1.2586,ESZ (gazette notified),Sohagi Barwa WLS,partial
fc_proposals,FP/PB/OTHERS/416733/2023,CAF/115397/2023,SW/117570/2023,PUNJAB,PATIALA,Others (please specify),GRANTED,proposal_status_1,02-FEB-2023,dos,02-FEB-2023,,3.13,ESZ (gazette notified),Bir Moti Bagh WLS,mostly_inside
fc_proposals,FP/BR/PetrolPump/485455/2024,CAF/180064/2024,SW/195047/2024,BIHAR,MUNGER,Petrol Pump,Recommended by Nodal,proposal_status_1,02-JUL-2024,dos,02-JUL-2024,,0.0165,ESZ (gazette notified),Bhimbandh,within
fc_proposals,FP/KL/SRY/563379/2025,CAF/116675/2023,SW/118943/2023,KERALA,THIRUVANANTHAPURAM,Exploration & Survey,PROCESSED BY DFO FOR APPROVAL,proposal_status_1,28-DEC-2025,dos,28-DEC-2025,,0.0002,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/KL/SRY/563379/2025,CAF/116675/2023,SW/118943/2023,KERALA,THIRUVANANTHAPURAM,Exploration & Survey,PROCESSED BY DFO FOR APPROVAL,proposal_status_1,28-DEC-2025,dos,28-DEC-2025,,0.0002,Eco-Sensitive Area,Western Ghat ESA,partial
fc_proposals,FP/HR/PWR_TRANS/498171/2024,CAF/193269/2024,SW/208103/2024,HARYANA,MAHENDRAGARH,Power Transmission Line,GRANTED,proposal_status_1,07-FEB-2025,dos,07-FEB-2025,,16.7367,Wildlife Sanctuary,Bhindawas,partial
fc_proposals,FP/HR/PWR_TRANS/498171/2024,CAF/193269/2024,SW/208103/2024,HARYANA,MAHENDRAGARH,Power Transmission Line,GRANTED,proposal_status_1,07-FEB-2025,dos,07-FEB-2025,,16.7367,Wildlife Corridor,Bhindawas,partial
fc_proposals,FP/HR/PWR_TRANS/498171/2024,CAF/193269/2024,SW/208103/2024,HARYANA,MAHENDRAGARH,Power Transmission Line,GRANTED,proposal_status_1,07-FEB-2025,dos,07-FEB-2025,,16.7367,ESZ (gazette notified),"Bhindawas Wildlife Sanctuary, Haryana",partial
fc_proposals,FP/RJ/OFC/464725/2024,CAF/158952/2024,SW/173724/2024,RAJASTHAN,ALWAR,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,21-AUG-2024,dos,21-AUG-2024,,0.6594,National Park,Sariska,partial
fc_proposals,FP/RJ/OFC/464725/2024,CAF/158952/2024,SW/173724/2024,RAJASTHAN,ALWAR,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,21-AUG-2024,dos,21-AUG-2024,,0.6594,Wildlife Corridor,Sariska,partial
fc_proposals,FP/RJ/OFC/464725/2024,CAF/158952/2024,SW/173724/2024,RAJASTHAN,ALWAR,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,21-AUG-2024,dos,21-AUG-2024,,0.6594,Tiger Corridor,(unnamed),partial
fc_proposals,FP/RJ/OFC/464725/2024,CAF/158952/2024,SW/173724/2024,RAJASTHAN,ALWAR,Optical Fibre Cable (involving diversion),GRANTED,proposal_status_1,21-AUG-2024,dos,21-AUG-2024,,0.6594,Tiger Reserve,(unnamed),partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
fc_proposals,FP/MP/WATER/482930/2024,CAF/175221/2024,SW/189932/2024,MADHYA PRADESH,RAISEN,Drinking Water,GRANTED,proposal_status_1,16-JUL-2024,dos,16-JUL-2024,,33.7877,Wildlife Corridor,Ratapani,partial
