service,layer_id,layer_name,geometry,wkid,feature_count,n_fields,join_candidates,extent_within_india,capabilities,error
parivesh2/WARIS,43,Command areas- Major & Medium,Polygon,3857,2501,28,,,"Map,Query,Data",
parivesh2/WaterBody,1,And_Waterbody,Polygon,3857,2168,5,,,"Map,Query,Data",
parivesh2/WaterBody,2,AP_Waterbody,Polygon,3857,55002,7,,,"Map,Query,Data",
parivesh2/WaterBody,3,arun_waterbody,Polygon,3857,1618,7,,,"Map,Query,Data",
parivesh2/WaterBody,4,Bih_Waterbody,Polygon,3857,110421,5,,,"Map,Query,Data",
parivesh2/WaterBody,5,Chandi_Waterbody,Polygon,3857,37,6,,,"Map,Query,Data",
parivesh2/WaterBody,6,chh_waterbody,Polygon,3857,90289,7,,,"Map,Query,Data",
parivesh2/WaterBody,7,Dadra_WaterBody,Polygon,3857,69,7,,,"Map,Query,Data",
parivesh2/WaterBody,8,Daman_Waterbody,Polygon,3857,78,7,,,"Map,Query,Data",
parivesh2/WaterBody,9,Goa_Waterbody,Polygon,3857,1685,9,,,"Map,Query,Data",
parivesh2/WaterBody,10,guj_wb,Polygon,3857,40802,4,,,"Map,Query,Data",
parivesh2/WaterBody,11,har_waterbody,Polygon,3857,24011,7,,,"Map,Query,Data",
parivesh2/WaterBody,12,HP_Waterbody,Polygon,3857,1465,8,,,"Map,Query,Data",
parivesh2/WaterBody,13,Jha_Waterbody,Polygon,3857,109406,8,,,"Map,Query,Data",
parivesh2/WaterBody,14,JK_Waterbody,Polygon,3857,2914,6,,,"Map,Query,Data",
parivesh2/WaterBody,15,Laksh_WaterBody,Polygon,3857,4,7,,,"Map,Query,Data",
parivesh2/WaterBody,16,Kar_Waterbody,Polygon,3857,63207,6,,,"Map,Query,Data",
parivesh2/WaterBody,17,Ker_WaterBody,Polygon,3857,15424,6,,,"Map,Query,Data",
parivesh2/WaterBody,18,Mh_Waterbody,Polygon,3857,63976,7,,,"Map,Query,Data",
parivesh2/WaterBody,19,mani_waterbody,Polygon,3857,6294,5,,,"Map,Query,Data",
parivesh2/WaterBody,20,megh_waterbody,Polygon,3857,10564,8,,,"Map,Query,Data",
parivesh2/WaterBody,21,mizo_waterbody,Polygon,3857,1131,7,,,"Map,Query,Data",
parivesh2/WaterBody,22,MP_Waterbody,Polygon,3857,94184,8,,,"Map,Query,Data",
parivesh2/WaterBody,23,Odisha_Waterbody,Polygon,3857,7664,10,,,"Map,Query,Data",
parivesh2/WaterBody,24,pun_wb,Polygon,3857,19632,4,,,"Map,Query,Data",
parivesh2/WaterBody,25,Puducherry_Waterbody,Polygon,3857,1565,8,,,"Map,Query,Data",
parivesh2/WaterBody,26,raj_waterbody,Polygon,3857,21190,4,,,"Map,Query,Data",
parivesh2/WaterBody,27,sik_waterbody,Polygon,3857,371,5,,,"Map,Query,Data",
parivesh2/WaterBody,28,TN_Waterbody,Polygon,3857,72883,8,,,"Map,Query,Data",
parivesh2/WaterBody,29,Tel_Waterbody,Polygon,3857,47506,6,,,"Map,Query,Data",
parivesh2/WaterBody,30,trip_waterbody,Polygon,3857,70617,8,,,"Map,Query,Data",
parivesh2/WaterBody,31,up_waterbody,Polygon,3857,302536,7,,,"Map,Query,Data",
parivesh2/WaterBody,32,Ukhand_Waterbody,Polygon,3857,1584,8,,,"Map,Query,Data",
parivesh2/WaterBody,33,WB_Waterbody,Polygon,3857,720976,8,,,"Map,Query,Data",
parivesh2/Watershed,6,West Bengal,Polygon,3857,9941,14,,,"Map,Query,Data",
parivesh2/Watershed,1,Region,Polygon,3857,8,9,,,"Map,Query,Data",
parivesh2/Watershed,2,Basin,Polygon,3857,36,11,,,"Map,Query,Data",
parivesh2/Watershed,3,Catchment,Polygon,3857,116,13,,,"Map,Query,Data",
parivesh2/Watershed,4,Sub Catchment,Polygon,3857,504,15,,,"Map,Query,Data",
parivesh2/Watershed,5,Watershed,Polygon,3857,3760,17,,,"Map,Query,Data",
parivesh2/WetLand2017,0,Wetbnd_polygon2017,Polygon,3857,232203,13,,,"Query,Map,Data",
parivesh2/WetLand,0,80_Wetlands,Polygon,3857,95,13,,,"Map,Query,Data",
parivesh2/WetLand,1,wetbnd_polygon,Polygon,3857,207483,18,,,"Map,Query,Data",
parivesh2/Zoo,1,bharatmaps.sde.healthgpvalid29thJuly2022MoPR,Point,3857,227430,15,,,"Map,Query,Data",
parivesh2/Zoo,0,Zoo,Point,3857,147,10,,,"Map,Query,Data",
